"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Actinostromatida"
"Access Time","Fri 2026-01-02 02:55:04 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Actinostromatida"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.108"
"Records Found","500"
"Records Returned","500"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"735599","occ","","","78972","? Actinostromella ex gr. vaivarense","genus","3342","species not entered","Actinostromella","genus","3342","Ludfordian","","425","422.7","26528"
"735600","occ","","","78972","Plectostroma ex gr. intertextum","species","333475","","Plectostroma intertextum","species","333474","Ludfordian","","425","422.7","26528"
"735612","occ","","","78973","Plectostroma inornata n. sp.","species","118286","","Plectostroma inornata","species","118286","Lochkovian","Pragian","419.62","410.62","26528"
"735613","occ","","","78973","Plectostroma karatagica","genus","3416","species not entered","Plectostroma","genus","3416","Lochkovian","Pragian","419.62","410.62","26528"
"735614","occ","","","78973","Plectostroma submutiense","genus","3416","species not entered","Plectostroma","genus","3416","Lochkovian","Pragian","419.62","410.62","26528"
"735765","occ","","","78985","Actinostroma aff. clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Eifelian","","393.47","387.95","26528"
"735766","occ","","","78985","Actinostroma mamontovi","genus","3341","species not entered","Actinostroma","genus","3341","Eifelian","","393.47","387.95","26528"
"735767","occ","","","78985","Actinostroma bifariumforme","genus","3341","species not entered","Actinostroma","genus","3341","Eifelian","","393.47","387.95","26528"
"735768","occ","","","78985","Plectostroma flabellatum","genus","3416","species not entered","Plectostroma","genus","3416","Eifelian","","393.47","387.95","26528"
"735790","occ","","","78986","Actinostroma aff. clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","26528"
"735868","occ","","","79014","Neoclathrodictyon flexibilis n. gen. n. sp.","species","118288","","Neoclathrodictyon flexibilis","species","118288","Pridoli","","422.7","419.62","26528"
"735869","occ","","","79014","Neoclathrodictyon kimi n. sp.","species","118289","","Neoclathrodictyon kimi","species","118289","Pridoli","","422.7","419.62","26528"
"737161","occ","","","79167","Vikingia tenuis","genus","3456","species not entered","Vikingia","genus","3456","Telychian","","438.6","432.9","26573"
"738877","occ","","","79380","Densastroma pexisum","species","380599","","Densastroma pexisum","species","380598","Pridoli","Lochkovian","422.7","413.02","26625"
"739017","occ","","","79398","Pseudolabechia tuberculata","genus","3422","species not entered","Pseudolabechia","genus","3422","Wenlock","","432.9","426.7","26630"
"739305","occ","","","79461","Actinostromatidae indet.","family","108066","","Actinostromatidae","family","108066","Llandovery","","443.1","432.9","26630"
"740671","occ","","","79640","Desmostroma mukschiense","genus","3372","species not entered","Desmostroma","genus","3372","Wenlock","","432.9","426.7","26709"
"740700","occ","","","79640","Pycnodictyon densum","genus","119627","species not entered","Pycnodictyon","genus","119627","Wenlock","","432.9","426.7","26709"
"740701","occ","","","79640","Desmostroma columnum","genus","3372","species not entered","Desmostroma","genus","3372","Wenlock","","432.9","426.7","26709"
"740727","occ","","","79642","Plectostroma podolicum","genus","3416","species not entered","Plectostroma","genus","3416","Ludlow","","426.7","422.7","26709"
"740728","occ","","","79642","Plectostroma mirificum","genus","3416","species not entered","Plectostroma","genus","3416","Ludlow","","426.7","422.7","26709"
"740794","occ","","","79645","Plectostroma intermedium","genus","3416","species not entered","Plectostroma","genus","3416","Ludlow","","426.7","422.7","26709"
"740804","occ","","","79645","Plectostroma podolicum","genus","3416","species not entered","Plectostroma","genus","3416","Ludlow","","426.7","422.7","26709"
"741680","occ","","","79640","Desmostroma mongolica n. sp.","species","119781","","Desmostroma mongolica","species","119781","Wenlock","","432.9","426.7","26709"
"741706","occ","","","79722","Actinostroma papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","Frasnian","387.95","372.15","26709"
"741770","occ","","","79732","Lamelliostroma crassum n. sp.","species","119871","","Lamelliostroma crassum","species","119871","Givetian","Frasnian","387.95","372.15","26709"
"741771","occ","","","79732","Actinostroma papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","Frasnian","387.95","372.15","26709"
"741772","occ","","","79732","Actinostroma devonense","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","Frasnian","387.95","372.15","26709"
"743372","occ","","","79809","Plectostroma scaniense","genus","3416","species not entered","Plectostroma","genus","3416","Ludfordian","","425","422.7","21265"
"743377","occ","","","79809","Densastroma podolicum","genus","3370","species not entered","Densastroma","genus","3370","Ludfordian","","425","422.7","21265"
"743380","occ","","","79810","Plectostroma scaniense","genus","3416","species not entered","Plectostroma","genus","3416","Ludfordian","","425","422.7","21265"
"743385","occ","","","79810","Densastroma podolicum","genus","3370","species not entered","Densastroma","genus","3370","Ludfordian","","425","422.7","21265"
"743403","occ","","","79814","Plectostroma scaniense","genus","3416","species not entered","Plectostroma","genus","3416","Ludfordian","","425","422.7","26841"
"743406","occ","","","79814","Densastroma cf. sociale","genus","3370","species not entered","Densastroma","genus","3370","Ludfordian","","425","422.7","26841"
"743414","occ","","","61750","Plectostroma necopinatum","species","333476","","Plectostroma necopinatum","species","333476","Rhuddanian","","443.1","440.5","26841"
"744656","occ","","","79877","Densastroma himmestum","genus","3370","species not entered","Densastroma","genus","3370","Gorstian","","426.7","425","26841"
"744658","occ","","","79877","Plectostroma intermedium","genus","3416","species not entered","Plectostroma","genus","3416","Gorstian","","426.7","425","26841"
"744659","occ","","","79877","Densastroma podolicum","genus","3370","species not entered","Densastroma","genus","3370","Gorstian","","426.7","425","26841"
"744663","occ","","","79878","Plectostroma mirificum","genus","3416","species not entered","Plectostroma","genus","3416","Ludfordian","","425","422.7","26841"
"744664","occ","","","79878","Plectostroma atterdagi","genus","3416","species not entered","Plectostroma","genus","3416","Ludfordian","","425","422.7","26841"
"744665","occ","","","79878","Plectostroma lepidum","genus","3416","species not entered","Plectostroma","genus","3416","Ludfordian","","425","422.7","26841"
"744666","occ","","","79878","Pseudolabechia granulata","genus","3422","species not entered","Pseudolabechia","genus","3422","Ludfordian","","425","422.7","26841"
"744671","occ","","","79878","Plectostroma intermedium","genus","3416","species not entered","Plectostroma","genus","3416","Ludfordian","","425","422.7","26841"
"744672","occ","","","79879","Vikingia tenuis","genus","3456","species not entered","Vikingia","genus","3456","Sheinwoodian","","432.9","430.6","26841"
"744673","occ","","","79879","Vikingia vikingi","genus","3456","species not entered","Vikingia","genus","3456","Sheinwoodian","","432.9","430.6","26841"
"744676","occ","","","79880","Plectostroma norvegicum","genus","3416","species not entered","Plectostroma","genus","3416","Sheinwoodian","","432.9","430.6","26841"
"750297","occ","","","80272","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","26992"
"750298","occ","","","80272","Actinostroma fulongensis","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","26992"
"750299","occ","","","80272","Actinostroma voivojense","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","26992"
"750300","occ","","","80272","Actinostroma conglomeratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","26992"
"750301","occ","","","80272","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","26992"
"752607","occ","","","80581","Actinostroma cf. verrucosum","genus","3341","species not entered","Actinostroma","genus","3341","Emsian","Eifelian","410.62","387.95","27059"
"752608","occ","","","80581","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Emsian","Eifelian","410.62","387.95","27059"
"752609","occ","","","80581","Actinostroma cf. strictum","genus","3341","species not entered","Actinostroma","genus","3341","Emsian","Eifelian","410.62","387.95","27059"
"752611","occ","","","80581","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Emsian","Eifelian","410.62","387.95","27059"
"752613","occ","","","80582","Actinostroma geminatum","genus","3341","species not entered","Actinostroma","genus","3341","Emsian","","410.62","393.47","27059"
"752614","occ","","","80582","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Emsian","","410.62","393.47","27059"
"752619","occ","","","80583","Actinostroma cf. verrucosum","genus","3341","species not entered","Actinostroma","genus","3341","Emsian","","410.62","393.47","27059"
"752621","occ","","","80583","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Emsian","","410.62","393.47","27059"
"752626","occ","","","80583","Actinostroma verrucosum","genus","3341","species not entered","Actinostroma","genus","3341","Emsian","","410.62","393.47","27059"
"752648","occ","","","80582","Bifariostroma sp.","genus","3355","","Bifariostroma","genus","3355","Emsian","","410.62","393.47","27059"
"752649","occ","","","80582","Plectostroma cf. salairicum","species","208199","","Plectostroma salairicum","species","208199","Emsian","","410.62","393.47","27059"
"752652","occ","","","80586","Bifariostroma sp.","genus","3355","","Bifariostroma","genus","3355","Emsian","","410.62","393.47","27059"
"752653","occ","","","80586","Plectostroma cf. salairicum","species","208199","","Plectostroma salairicum","species","208199","Emsian","","410.62","393.47","27059"
"752656","occ","","","80587","Actinostroma cf. verrucosum","genus","3341","species not entered","Actinostroma","genus","3341","Emsian","","410.62","393.47","27059"
"752657","occ","","","80587","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Emsian","","410.62","393.47","27059"
"752661","occ","","","80587","Plectostroma cf. salairicum","species","208199","","Plectostroma salairicum","species","208199","Emsian","","410.62","393.47","27059"
"752739","occ","","","80598","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Emsian","Eifelian","410.62","387.95","27059"
"752740","occ","","","80598","Actinostroma cf. stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Emsian","Eifelian","410.62","387.95","27059"
"752743","occ","","","80598","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Emsian","Eifelian","410.62","387.95","27059"
"753012","occ","","","80627","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Emsian","Eifelian","410.62","387.95","27059"
"753018","occ","","","80628","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Emsian","Eifelian","410.62","387.95","27059"
"753019","occ","","","80628","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Emsian","Eifelian","410.62","387.95","27059"
"753025","occ","","","80583","Actinostroma cf. stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Emsian","","410.62","393.47","27059"
"753026","occ","","","80583","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Emsian","","410.62","393.47","27059"
"753027","occ","","","80629","Actinostroma verrucosum","genus","3341","species not entered","Actinostroma","genus","3341","Emsian","","410.62","393.47","27059"
"753039","occ","","","80631","Actinostroma verrucosum","genus","3341","species not entered","Actinostroma","genus","3341","Emsian","","410.62","393.47","27059"
"753044","occ","","","80632","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Emsian","","410.62","393.47","27059"
"753068","occ","","","80636","Plectostroma cf. salairicum","species","208199","","Plectostroma salairicum","species","208199","Emsian","","410.62","393.47","27059"
"753074","occ","","","80638","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Emsian","","410.62","393.47","27059"
"753077","occ","","","80639","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Eifelian","","393.47","387.95","27059"
"753078","occ","","","80639","Plectostroma cf. salairicum","species","208199","","Plectostroma salairicum","species","208199","Eifelian","","393.47","387.95","27059"
"753083","occ","","","80640","Actinostroma cf. stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Eifelian","","393.47","387.95","27059"
"753084","occ","","","80640","Plectostroma cf. salairicum","species","208199","","Plectostroma salairicum","species","208199","Eifelian","","393.47","387.95","27059"
"753088","occ","","","80640","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Eifelian","","393.47","387.95","27059"
"753112","occ","","","80643","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Eifelian","","393.47","387.95","27059"
"753117","occ","","","80645","Actinostroma cf. conglomeratum","genus","3341","species not entered","Actinostroma","genus","3341","Eifelian","","393.47","387.95","27059"
"753122","occ","","","80646","Actinostroma cf. conglomeratum","genus","3341","species not entered","Actinostroma","genus","3341","Eifelian","","393.47","387.95","27059"
"753123","occ","","","80646","Plectostroma ? sp.","genus","3416","","Plectostroma","genus","3416","Eifelian","","393.47","387.95","27059"
"753127","occ","","","80647","Actinostroma cf. conglomeratum","genus","3341","species not entered","Actinostroma","genus","3341","Eifelian","","393.47","387.95","27059"
"753130","occ","","","80647","Plectostroma ? sp.","genus","3416","","Plectostroma","genus","3416","Eifelian","","393.47","387.95","27059"
"753669","occ","","","80710","Araneosustroma astroplexum n. sp.","species","122326","","Araneosustroma astroplexum","species","122326","Ludlow","","426.7","422.7","27139"
"757527","occ","","","81054","Actinostroma salairica","genus","3341","species not entered","Actinostroma","genus","3341","Eifelian","","393.47","387.95","27273"
"758364","occ","","","81120","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Frasnian","","382.31","372.15","27314"
"760581","occ","","","81292","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27395"
"764740","occ","","","76717","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Eifelian","","393.47","387.95","27574"
"764760","occ","","","81664","Plectostroma latens","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","27579"
"764761","occ","","","81664","? Actinostroma ex gr. clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Pragian","","413.02","410.62","27579"
"766108","occ","","","81790","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Pragian","Early Emsian","413.02","399.5","27606"
"766890","occ","","","81858","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Eifelian","","393.47","387.95","27617"
"766891","occ","","","81859","Actinostroma conglomeratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27617"
"768266","occ","","","82071","Actinostroma whiteavesii","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27675"
"768271","occ","","","82072","Actinostroma cf. clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27675"
"768281","occ","","","82073","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27677"
"768282","occ","","","82073","Actinostroma expansum","species","463847","","Actinostroma expansum","species","370544","Givetian","","387.95","382.31","27677"
"768283","occ","","","82073","Actinostroma fulongense","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27677"
"768284","occ","","","82073","Actinostroma conglomeratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27677"
"768459","occ","","","82098","Actinostroma cf. devonense","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27679"
"768505","occ","","","82104","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Givetian","","387.95","382.31","27679"
"768536","occ","","","82108","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Emsian","Eifelian","410.62","387.95","27679"
"770292","occ","","","82485","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27779"
"771057","occ","","","82561","Actinostroma cf. clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27779"
"771110","occ","","","82562","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27779"
"771111","occ","","","82562","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27779"
"771123","occ","","","82563","Actinostroma perlaminatum","genus","3341","species not entered","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27779"
"771143","occ","","","82564","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27779"
"771144","occ","","","82564","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27779"
"771145","occ","","","82564","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27779"
"771146","occ","","","82564","Actinostroma perlaminatum","genus","3341","species not entered","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","27779"
"771180","occ","","","82565","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Late Givetian","","383.4","382.31","26037"
"771546","occ","","","82611","Actinostroma aff. geminatum","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","27804"
"771547","occ","","","82611","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Frasnian","","382.31","372.15","27804"
"771548","occ","","","82611","Actinostroma papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","27804"
"771549","occ","","","82611","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","27804"
"771550","occ","","","82611","Actinostroma expansum","species","463847","","Actinostroma expansum","species","370544","Frasnian","","382.31","372.15","27804"
"771551","occ","","","82611","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","27804"
"771559","occ","","","82612","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Early Frasnian","Middle Frasnian","382.31","375.2","27804"
"771560","occ","","","82612","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","Middle Frasnian","382.31","375.2","27804"
"771561","occ","","","82612","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","Middle Frasnian","382.31","375.2","27804"
"771903","occ","","","82658","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Frasnian","","382.31","372.15","27804"
"771904","occ","","","82658","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","27804"
"771905","occ","","","82658","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","27804"
"772361","occ","","","82744","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Middle Frasnian","","379","375.2","27804"
"772362","occ","","","82744","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Middle Frasnian","","379","375.2","27804"
"772380","occ","","","82748","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27804"
"773322","occ","","","82900","Actinostroma expansum","species","463847","","Actinostroma expansum","species","370544","Frasnian","","382.31","372.15","27804"
"773336","occ","","","82901","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Givetian","","387.95","382.31","27804"
"773337","occ","","","82901","Actinostroma papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27804"
"773338","occ","","","82901","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27804"
"773347","occ","","","82904","Actinostroma stellulatum","species","468315","","Actinostroma stellulatum","species","468315","Early Frasnian","","382.31","379","27804"
"773348","occ","","","82904","Actinostroma papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27804"
"773349","occ","","","82904","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27804"
"773367","occ","","","82907","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27804"
"773368","occ","","","82907","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27804"
"773375","occ","","","82908","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27804"
"773532","occ","","","82920","Actinostroma papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","Frasnian","387.95","372.15","27804"
"773533","occ","","","82920","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","Frasnian","387.95","372.15","27804"
"773534","occ","","","82920","Actinostroma expansum","species","463847","","Actinostroma expansum","species","370544","Givetian","Frasnian","387.95","372.15","27804"
"773973","occ","","","83035","Actinostroma compactum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27804"
"773974","occ","","","83035","Actinostroma expansum","species","463847","","Actinostroma expansum","species","370544","Givetian","","387.95","382.31","27804"
"774955","occ","","","83221","Actinostroma cf. dehorneae","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","Frasnian","387.95","372.15","27934"
"774969","occ","","","83222","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27934"
"774989","occ","","","83223","Actinostroma tabulatum","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27934"
"775008","occ","","","83224","Actinostroma sp.","genus","3341","","Actinostroma","genus","3341","Frasnian","","382.31","372.15","27934"
"775083","occ","","","83232","Actinostroma devonense","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775084","occ","","","83232","Actinostroma papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775085","occ","","","83232","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775086","occ","","","83232","Actinostroma dehorneae","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775087","occ","","","83232","Actinostroma verrucosum","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775117","occ","","","83233","Actinostroma hebbornense","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775118","occ","","","83233","Actinostroma devonense","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775119","occ","","","83233","Actinostroma papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775120","occ","","","83233","Actinostroma dehorneae","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775122","occ","","","83233","Actinostroma cf. bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Early Frasnian","","382.31","379","27950"
"775140","occ","","","83234","Actinostroma hebbornense","genus","3341","species not entered","Actinostroma","genus","3341","Early Givetian","","387.95","385.9","27950"
"775141","occ","","","83234","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Early Givetian","","387.95","385.9","27950"
"775142","occ","","","83234","Actinostroma cf. bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Early Givetian","","387.95","385.9","27950"
"775151","occ","","","83235","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27950"
"775152","occ","","","83235","Actinostroma devonense","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27950"
"775153","occ","","","83235","Actinostroma papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27950"
"775162","occ","","","83236","Actinostroma dehorneae","genus","3341","species not entered","Actinostroma","genus","3341","Late Frasnian","","375.2","372.15","27950"
"775576","occ","","","83244","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27952"
"775830","occ","","","83248","Plectostroma yenlacensis","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","27952"
"776160","occ","","","83288","Actinostroma aff. devonense","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27952"
"776409","occ","","","83298","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27952"
"776658","occ","","","83320","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27952"
"776685","occ","","","83321","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Eifelian","","393.47","387.95","27952"
"776702","occ","","","83322","Actinostroma expansum","species","463847","","Actinostroma expansum","species","370544","Givetian","","387.95","382.31","27952"
"776703","occ","","","83322","Actinostroma crassepilatum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","","387.95","382.31","27952"
"776844","occ","","","83340","Actinostroma geminatum","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","Frasnian","387.95","372.15","27952"
"776869","occ","","","83340","Actinostroma bifarium","genus","3341","species not entered","Actinostroma","genus","3341","Givetian","Frasnian","387.95","372.15","27952"
"776926","occ","","","83345","Actinostroma cf. papillosum","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","27952"
"777294","occ","","","83394","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Pragian","","413.02","410.62","28001"
"777295","occ","","","83394","Actinostroma sertiforme","genus","3341","species not entered","Actinostroma","genus","3341","Pragian","","413.02","410.62","28001"
"777296","occ","","","83394","Plectostroma latens","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777297","occ","","","83394","Plectostroma yunnanense","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777298","occ","","","83394","Plectostroma crassum","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777308","occ","","","83395","Plectostroma yunnanense","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777309","occ","","","83395","Plectostroma crassum","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777345","occ","","","83399","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Pragian","","413.02","410.62","28001"
"777349","occ","","","83400","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Pragian","","413.02","410.62","28001"
"777350","occ","","","83400","Actinostroma sertiforme","genus","3341","species not entered","Actinostroma","genus","3341","Pragian","","413.02","410.62","28001"
"777351","occ","","","83400","Plectostroma latens","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777684","occ","","","83469","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Pragian","","413.02","410.62","28001"
"777685","occ","","","83469","Actinostroma sertiforme","genus","3341","species not entered","Actinostroma","genus","3341","Pragian","","413.02","410.62","28001"
"777686","occ","","","83469","Plectostroma latens","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777687","occ","","","83469","Plectostroma yunnanense","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777690","occ","","","83470","Actinostroma sertiforme","genus","3341","species not entered","Actinostroma","genus","3341","Pragian","","413.02","410.62","28001"
"777691","occ","","","83470","Plectostroma latens","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777692","occ","","","83470","Plectostroma yunnanense","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"777693","occ","","","83470","Plectostroma crassum","genus","3416","species not entered","Plectostroma","genus","3416","Pragian","","413.02","410.62","28001"
"778098","occ","","","83546","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","28028"
"778099","occ","","","83547","Actinostroma clathratum","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","28028"
"778551","occ","","","83636","Actinostroma devonense","genus","3341","species not entered","Actinostroma","genus","3341","Frasnian","","382.31","372.15","28052"
