"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=rugosa&interval=Ordovician,Devonian"
"Access Time","Fri 2026-01-02 01:59:02 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","rugosa"
"","interval","Ordovician,Devonian"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.282"
"Records Found","9417"
"Records Returned","9417"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"9603","occ","","","445","Neozaphrentis sp.","genus","5683","","Neozaphrentis","genus","5683","Llandovery","","443.1","432.9","61474"
"9604","occ","","","445","Streptelasma sp.","genus","5951","","Streptelasma","genus","5951","Llandovery","","443.1","432.9","61474"
"9625","occ","","","446","Enterolasma sp.","genus","5421","","Enterolasma","genus","5421","Llandovery","","443.1","432.9","61474"
"9628","occ","","","446","Neozaphrentis sp.","genus","5683","","Neozaphrentis","genus","5683","Llandovery","","443.1","432.9","61474"
"9630","occ","","","446","Streptelasma sp.","genus","5951","","Streptelasma","genus","5951","Llandovery","","443.1","432.9","61474"
"9758","occ","","","450","Zaphrentis sp.","genus","111319","species not entered","Zaphrenthis","genus","6080","Llandovery","","443.1","432.9","61272"
"9779","occ","","","451","Zaphrentis sp.","genus","111319","species not entered","Zaphrenthis","genus","6080","Llandovery","","443.1","432.9","27610"
"9800","occ","","","452","Zaphrentis sp.","genus","111319","species not entered","Zaphrenthis","genus","6080","Llandovery","","443.1","432.9","25391"
"10247","occ","","","593","Zaphrentis sp.","genus","111319","species not entered","Zaphrenthis","genus","6080","Lochkovian","","419.62","413.02","15806"
"10294","occ","","","595","Grypophyllum sp.","genus","5468","","Grypophyllum","genus","5468","Pragian","","413.02","410.62","27289"
"10295","occ","","","595","Endophyllum sp.","genus","5417","","Endophyllum","genus","5417","Pragian","","413.02","410.62","27289"
"10296","occ","","","595","Mucophyllum sp.","genus","5651","","Mucophyllum","genus","5651","Pragian","","413.02","410.62","27289"
"10297","occ","","","595","Rhizophyllum sp.","genus","5871","","Rhizophyllum","genus","5871","Pragian","","413.02","410.62","27289"
"10298","occ","","","595","Spongophyllum sp.","genus","5933","","Spongophyllum","genus","5933","Pragian","","413.02","410.62","27289"
"10299","occ","","","595","Rugosa indet.","subclass","5113","","Rugosa","subclass","5113","Pragian","","413.02","410.62","27289"
"10301","occ","","","596","? Eurekaphyllum sp.","genus","111304","","Eurekaphyllum","genus","111304","Helderbergian","","419.62","393.47","60990"
"10303","occ","","","596","? Papiliophyllum sp.","genus","5724","","Papiliophyllum","genus","5724","Helderbergian","","419.62","393.47","60990"
"10304","occ","","","596","? Zelophyllum sp.","genus","6089","","Zelophyllum","genus","6089","Helderbergian","","419.62","393.47","60990"
"10490","occ","","","603","Neostringophyllum sp.","genus","103491","species not entered","Grypophyllum","genus","5468","Lochkovian","Zlichovian","419.62","393.47","25520"
"10491","occ","","","603","Chlamydophyllum sp.","genus","5281","","Chlamydophyllum","genus","5281","Lochkovian","Zlichovian","419.62","393.47","25520"
"10492","occ","","","603","Neomphyma sp.","genus","5673","","Neomphyma","genus","5673","Lochkovian","Zlichovian","419.62","393.47","25520"
"10493","occ","","","603","Pseudogrypophyllum sp.","genus","5831","","Pseudogrypophyllum","genus","5831","Lochkovian","Zlichovian","419.62","393.47","25520"
"10494","occ","","","603","Lyrielasma sp.","genus","5607","","Lyrielasma","genus","5607","Lochkovian","Zlichovian","419.62","393.47","25520"
"10496","occ","","","603","Xystriphyllum sp.","genus","6067","","Xystriphyllum","genus","6067","Lochkovian","Zlichovian","419.62","393.47","25520"
