"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Stromatoporellida"
"Access Time","Fri 2026-01-02 02:57:12 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Stromatoporellida"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0182"
"Records Found","732"
"Records Returned","732"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"574960","occ","","","60435","Stictostroma clarum","genus","3438","species not entered","Stictostroma","genus","3438","Pragian","","413.02","410.62","17382"
"589029","occ","","","62132","Clathrocoilona sp.","genus","3357","","Clathrocoilona","genus","3357","Frasnian","","382.31","372.15","17951"
"589030","occ","","","62132","Dendrostroma sp.","genus","3369","","Dendrostroma","genus","3369","Frasnian","","382.31","372.15","17951"
"589054","occ","","","62139","Clathrocoilona cf. inconstans","genus","3357","species not entered","Clathrocoilona","genus","3357","Frasnian","","382.31","372.15","17951"
"589055","occ","","","62139","Stictostroma saginatum","species","424913","","Stictostroma saginatum","species","424912","Frasnian","","382.31","372.15","17951"
"589072","occ","","","62145","Hermatoporella cf. pertabulata","genus","3387","species not entered","Hermatoporella","genus","3387","Frasnian","","382.31","372.15","17951"
"589074","occ","","","62145","Stictostroma saginatum","species","424913","","Stictostroma saginatum","species","424912","Frasnian","","382.31","372.15","17951"
"589075","occ","","","62145","Clathrocoilona cf. inconstans","genus","3357","species not entered","Clathrocoilona","genus","3357","Frasnian","","382.31","372.15","17951"
"589076","occ","","","62145","Stictostroma brylkini","genus","3438","species not entered","Stictostroma","genus","3438","Frasnian","","382.31","372.15","17951"
"589084","occ","","","62146","Stictostroma saginatum","species","424913","","Stictostroma saginatum","species","424912","Frasnian","","382.31","372.15","17951"
"589085","occ","","","62146","Clathrocoilona cf. inconstans","genus","3357","species not entered","Clathrocoilona","genus","3357","Frasnian","","382.31","372.15","17951"
"589103","occ","","","62152","Clathrocoilona irregularis","genus","3357","species not entered","Clathrocoilona","genus","3357","Frasnian","","382.31","372.15","17951"
