"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=labechiida"
"Access Time","Fri 2026-01-02 02:56:30 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","labechiida"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0173"
"Records Found","623"
"Records Returned","623"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"38520","occ","","","2753","Cystostroma sp.","genus","3368","","Cystostroma","genus","3368","Eastonian","","452.3","449","92"
"38525","occ","","","2753","Labechia sp.","genus","3395","","Labechia","genus","3395","Eastonian","","452.3","449","92"
"38537","occ","","","2754","Cystostroma sp.","genus","3368","","Cystostroma","genus","3368","Eastonian","","452.3","449","92"
"38552","occ","","","2754","? Pseudostylodictyon sp.","genus","3424","","Pseudostylodictyon","genus","3424","Eastonian","","452.3","449","92"
"42977","occ","","","3387","Labechiidae indet.","family","108043","","Labechiidae","family","108043","Early Famennian","","372.15","368.5","191"
"43018","occ","","","3391","Labechiidae indet.","family","108043","","Labechiidae","family","108043","Early Famennian","","372.15","368.5","191"
"46841","occ","","","3756","Labechiidae indet.","family","108043","","Labechiidae","family","108043","Frasnian","","382.31","372.15","191"
"46894","occ","","","3761","Labechiidae indet.","family","108043","","Labechiidae","family","108043","Frasnian","","382.31","372.15","191"
"72808","occ","","","5326","Beatricea nodulosa","species","405744","","Beatricea nodulosa","species","405744","Richmondian","","449.6","445.5","316"
"72810","occ","","","5326","Dermatostroma scabrum","genus","3371","species not entered","Dermatostroma","genus","3371","Richmondian","","449.6","445.5","316"
"72931","occ","","","5329","Stromatocerium cf. rugosum","species","328898","","Stromatocerium rugosum","species","328898","Blackriveran","","457.3","449.6","317"
"73333","occ","","","5346","Dermatostroma tyronensis","genus","3371","species not entered","Dermatostroma","genus","3371","Rocklandian","","457.3","449.6","317"
