min_ma,max_ma,r_number,name,country,formation,system,series,intervall,time_slice,reliabilit,subsurface,type,thickness,m_thick,width,m_width,extension,m_ext,ext_belt
372.2,382.7,3860,"Middle Kakisa River, N.W.T.",Canada,Kakisa,Devonian,Upper Devonian,upper Frasnian,10,3,0,2,,,,,,,
372.2,382.7,3858,"Tathlina Lake, N.W.T.",Canada,Kakisa,Devonian,Upper Devonian,upper Frasnian,10,3,0,4,,,,,,,
201.3,228,4145,"Willow Spring locality, Olds Ferry terrane, Blue Mountains Province, northeastern Oregon",United States,Huntington,Triassic,Upper Triassic,Norian-Rhaetian,18,1,0,4,2,100,,,,,
491,493,3354,"Mons Glacier, British Columbia",Canada,Mistaya,Cambrian,Furongian,Sunwaptan,3,2,0,3,1,6,1,10,1,15,
372.2,382.7,1927,"Ice Fall Brook Canyon, B. C.",Canada,Southesk,Devonian,Upper Devonian,upper Frasnian,10,3,0,2,2,90,,,3,,
372.2,382.7,3849,"Sawtooth Mountain, Southesk-Cairn complex",Canada,Cairn,Devonian,Upper Devonian,Frasnian,10,2,0,2,,,,,,,
372.2,382.7,1456,"Mercy Bay, Banks Island, N.W.T.",Canada,,Devonian,Upper Devonian,middle Frasnian,10,3,0,1,2,60,2,,3,2000,100
382.7,387.7,1531,"Deep Bay, N.W.T.",Canada,,Devonian,Middle Devonian,Givetian,10,2,0,,3,,,,4,,60
509,514,2465,"Lander Co., Nevada",United States,,Cambrian,Series 2,Botomian,1,3,0,4,1,1,,,3,200,
247.2,251.2,2934,"Lost Springs, Nevada",United States,Union Wash,Triassic,Lower Triassic,Spathian,17,3,0,3,1,,,,1,,
504.5,514,2275,"Battle Mountain, Nevada",United States,Harkless,Cambrian,Series 2,upper Botomian - Toyonian,1,2,0,1,1,1,,,1,15,20
372.2,382.7,3851,"Cirrus Mountain, Southesk Cairn, Alberta",Canada,Southesk,Devonian,Upper Devonian,Frasnian,10,2,0,,,,,,,,300
372.2,382.7,1913,"Forbes Creek, Banff, Alberta",Canada,Peechee,Devonian,Upper Devonian,Frasnian,10,2,0,,3,223,,,4,,
208.5,228,3323,"Spring Creek, Hells Canyon, Oregon/Idaho",United States,Martin Bridge,Triassic,Upper Triassic,lower Norian,18,3,0,4,1,,1,,1,,
372.2,382.7,3850,"Saracenhead Mountain, Southesk-Cairn complex",Canada,Southesk,Devonian,Upper Devonian,Frasnian,10,2,0,2,,,,,,,
382.7,387.7,2220,"Kaybob, Alberta",Canada,Swan Hills,Devonian,Middle Devonian,upper Givetian,10,3,1,2,2,77,,,3,,15
477.7,485.4,1394,"Mount Wilson, Alberta",Canada,Survey Peak,Ordovician,Lower Ordovician,upper Tremadocian,3,1,0,3,1,2,,,1,,40
467.3,470,2366,"Meiklejohn Peak, southern Nevada",United States,Lower Antelope Valley,Ordovician,Middle Ordovician,Dapingian,4,2,0,3,2,76,,,3,300,
208.5,214,62,"Mission Creek, Lewiston, Idaho",United States,Martin Bridge,Triassic,Upper Triassic,early Sevatian,18,3,0,4,1,,,,2,,
372.2,382.7,1519,"Owen Creek, Southesk Cairn, Alberta",Canada,Cairn,Devonian,Upper Devonian,Frasnian,10,2,0,3,3,170,,,4,,300
382.7,387.7,1585,"Goose River, Alberta",Canada,Beaverhill Lake,Devonian,Middle Devonian,Givetian,10,2,0,1,2,,,,4,,13
407.6,419.2,3055,"June Canyon, Toquima Range, Nye Co., Nevada",United States,Tor Limestone,Devonian,Lower Devonian,Lochkovian-Pragian,8,2,0,1,2,60,,,,,
491,493,3795,"Mount Murchison, Alberta",Canada,Bison Creek,Cambrian,Furongian,Sunwaptan,3,3,0,3,1,,1,,1,,
372.2,382.7,3543,"Heart Lake, Great Slave Lake, N.W.T.",Canada,Alexandra,Devonian,Upper Devonian,middle Frasnian,10,3,0,1,2,45,,,4,,48
168.3,170.3,601,"Pittsburg Landing, Idaho",United States,Coon Hollow,Jurassic,Middle Jurassic,Bajocian,20,2,0,4,1,,,,3,,40
372.2,382.7,1514,"Littlehorn, Nisku, Alberta",Canada,,Devonian,Upper Devonian,upper Frasnian,10,3,0,3,2,30,,,3,,
497,509,1787,"Field, British Columbia",Canada,Cathedral,Cambrian,,Albertan,2,2,0,1,3,215,,,4,5000,25
372.2,382.7,1920,"Grosmont, Alberta",Canada,Grosmont,Devonian,Upper Devonian,Frasnian,10,2,0,1,2,,,,4,,650
346.7,358.9,2389,"Bat Mountain, Mojave Desert, California",United States,Tin Mountain,Carboniferous,Mississippian,Kinderhookian,11,2,0,3,2,40,,,3,,1
372.2,382.7,1460,"Allstones Creek, Alberta",Canada,,Devonian,Upper Devonian,Frasnian,10,2,0,2,2,,,,3,,
372.2,382.7,1508,"Wapiabi, Southesk Cairn, Alberta",Canada,,Devonian,Upper Devonian,Frasnian,10,2,0,2,3,,,,4,,
505,509,3148,"Eagle Mountain, California",United States,Carrara,Cambrian,Series 3,lower Middle Cambrian,2,3,0,3,1,6,2,100,2,150,
423,433.4,2407,"Roberts Mountains, Nevada",United States,,Silurian,,Wenlockian-Ludlovian,7,2,0,,,,,,,,
372.2,382.7,1513,"Kiska, Nisku, Alberta",Canada,Nisku,Devonian,Upper Devonian,upper Frasnian,10,3,0,3,2,25,,,3,,30
382.7,387.7,1458,"Golden Field, Alberta",Canada,,Devonian,Middle Devonian,Givetian,10,2,1,1,1,,,,2,,30
372.2,382.7,1922,"Alexandra, Hay River, N.W.T.",Canada,Alexandra,Devonian,Upper Devonian,middle Frasnian,10,3,0,1,2,45,,,4,,48
372.2,382.7,1461,"Hummingbird and Whiterabbit, Alberta",Canada,Fairholme,Devonian,Upper Devonian,middle Frasnian,10,3,0,2,3,,,,4,,50
493,497,3340,"Nopah Range, California",United States,Bonanza King,Cambrian,Furongian,latest Marjumian-Steptoan,2,3,0,3,1,8,1,,2,,5
485.4,493,2836,"Nopah Range, California",United States,Nopah,Cambrian,Furongian,Trempealeauan,3,2,0,4,2,60,,,4,,100
372.2,382.7,1455,"Cripple Creek, Fairholme, Alberta",Canada,Southesk,Devonian,Upper Devonian,Frasnian,10,2,0,,3,300,,,4,,100
372.2,382.7,1357,"Nisku, Brazeau, Alberta",Canada,,Devonian,Upper Devonian,upper Frasnian,10,2,1,3,3,100,,,3,,100
372.2,387.7,1470,"Rosevear Field, Alberta",Canada,Swan Hills,Devonian,Middle Devonian,Givetian-Frasnian,10,2,1,1,2,65,,,4,,15
3.6,5.3,2397,"Barrett Canyon, Salton Sea, California",United States,Imperial,Neogene,Pliocene,lower Pliocene,32,3,0,4,1,2,1,20,3,500,
382.7,387.7,1457,"Evi Field, Alberta",Canada,Slave Point,Devonian,Middle Devonian,upper Givetian,10,3,1,1,2,42,,,3,,30
358.9,372.2,2628,"Hummingbird Creek, Alberta",Canada,Palliser,Devonian,Upper Devonian,middle Famennian,11,3,0,2,2,35,,,4,,50
372.2,382.7,3848,"Clearwater River, Fairholme, Alberta",Canada,Cairn,Devonian,Upper Devonian,Frasnian,10,2,0,,3,,,,4,,100
382.7,387.7,3875,"W Great Slave Lake, N.W.T.",Canada,Slave Point,Devonian,Middle Devonian,upper Givetian,10,3,0,4,1,,2,,2,,
467.3,470,2592,"Elko Co., Nevada",United States,,Ordovician,Middle Ordovician,Dapingian,4,2,0,3,2,,,,4,1300,
382.7,387.7,1355,"Slave Field, Alberta",Canada,Slave Point,Devonian,Middle Devonian,Givetian,10,1,1,4,1,25,,,4,5800,
494,497,1379,"Paget Peak, Banff Nat. Prk., Alberta",Canada,,Cambrian,Series 3,Dresbachian,2,1,0,3,1,7,,,1,,60
372.2,382.7,1520,"Fatigue Mountain, Fairholme, Alberta",Canada,,Devonian,Upper Devonian,Frasnian,10,2,0,2,3,,,,4,,
372.2,382.7,1448,"Nisku, Bigoray, Alberta",Canada,,Devonian,Upper Devonian,upper Frasnian,10,3,1,2,2,,,,3,,100
372.2,382.7,2221,"W Pembina Field, Alberta",Canada,Nisku,Devonian,Upper Devonian,upper Frasnian,10,3,1,1,3,110,,,4,,2
247.2,251.2,3054,"Lost Cabin, Spring Mountains, Nevada",United States,Moenkopi,Triassic,Lower Triassic,Spathian,17,3,0,3,1,1,1,,1,,
372.2,382.7,3821,"Swan Hills Buildup, Alberta",Canada,Swan Hills,Devonian,Upper Devonian,Frasnian,10,2,1,1,2,80,,,4,,40
491,493,3796,"Mount Cory, Alberta",Canada,Bison Creek,Cambrian,Furongian,Sunwaptan,3,3,0,3,1,,1,,1,,
372.2,382.7,1516,"Scalp Creek, Fairholme, Alberta",Canada,,Devonian,Upper Devonian,Frasnian,10,2,0,2,3,150,,,4,,300
372.2,387.7,1592,"Judy Creek, Swan Hills, Alberta",Canada,,Devonian,Middle Devonian,Givetian-Frasnian,10,3,1,2,2,66,,,3,,
493,494.5,3341,"Mohawk Hill, California",United States,Bonanza King,Cambrian,Furongian,lower Steptoan,3,3,0,3,1,8,1,,2,,5
494,497,1378,"Banff National Park, Alberta",Canada,Waterfowl,Cambrian,Series 3,Dresbachian,2,2,0,1,1,1,1,5,1,10,60
372.2,382.7,2442,"Mountain Springs, Clark Co., Nevada",United States,Sultan,Devonian,Upper Devonian,Frasnian,10,2,0,4,1,,,,2,,
382.7,387.7,1507,"Gift Lake Slave Point Field, Alberta",Canada,,Devonian,Middle Devonian,upper Givetian,10,3,1,2,2,,,,4,,8
372.2,382.7,1515,"Burnt Timber, Fairholme, Alberta",Canada,Cairn,Devonian,Upper Devonian,Frasnian,10,2,0,2,3,150,,,4,,300
372.2,382.7,1449,"White Man Gap, Canmore, Alberta",Canada,Cairn,Devonian,Upper Devonian,Frasnian,10,2,0,4,2,,,,4,,5
372.2,382.7,3180,"Mount Irish, Lincoln Co., Nevada",United States,Guilmette,Devonian,Upper Devonian,Frasnian,10,2,0,2,,,,,,,
382.7,387.7,1356,"Swan Hills Buildup, Alberta",Canada,Swan Hills,Devonian,Middle Devonian,Givetian,10,2,1,1,2,80,,,4,,40
372.2,382.7,1518,"Galatea Lakes, Fairholme, Alberta",Canada,,Devonian,Upper Devonian,Frasnian,10,2,0,2,2,,,,2,,5
372.2,382.7,2222,"Strachan Field, Alberta",Canada,Leduc,Devonian,Upper Devonian,middle Frasnian,10,3,1,2,3,290,4,4000,4,11000,
372.2,382.7,3863,"Bigoray well, Zeta Lake Member, Alberta",Canada,Nisku,Devonian,Upper Devonian,upper Frasnian,10,3,1,1,2,,2,,2,,
290.1,295,617,"Medicine Range, Nevada",United States,,Permian,Cisuralian,Sakmarian,15,1,0,2,2,,,,2,,10
372.2,382.7,1517,"Mt. McDougall, Fairholme, Alberta",Canada,,Devonian,Upper Devonian,Frasnian,10,2,0,2,2,,,,2,,5
467.3,470,2367,"Shingle Pass, Sunnyside, Nevada",United States,,Ordovician,Middle Ordovician,Dapingian,4,2,0,2,1,,,,1,,
485,497,4109,"Delamar Mountains, Nopah Fm",United States,Nopah,Cambrian,,Upper Cambrian,3,1,0,3,1,,1,,2,,
485,497,3300,"Arrow Canyon Range, Clark Co., Nevada",United States,unknown,Cambrian,,Millardan,3,3,0,2,2,15,1,50,1,50,8
382.7,387.7,3870,"Arrow Canyon Range, Nevada",United States,Piute,Devonian,Middle Devonian,Givetian,10,2,0,4,1,10,1,,2,,
372.2,382.7,3852,"Vermilion Falls, Peace River, Alberta",Canada,Mikkwa,Devonian,Upper Devonian,Frasnian,10,2,0,2,2,,,,,,
382.7,387.7,1532,"Keg River Barrier Reef, Pine Point",Canada,Pine Point,Devonian,Middle Devonian,Givetian,10,2,0,1,3,215,,,4,,900
387.7,393.3,1907,"Keg River Barrier Reef, Pine Point",Canada,Keg River,Devonian,Middle Devonian,Eifelian,9,2,1,2,3,210,,,4,,900
283.5,290.1,3604,"Battleship Wash patch reef, Nevada",United States,Bird Spring,Permian,Cisuralian,Artinskian,15,2,0,2,1,,1,,1,,
290.1,295,618,"Jasper Tunnel, Nevada",United States,,Permian,Cisuralian,Sakmarian,15,2,0,4,1,,,,2,,50
372.2,382.7,1510,"Flathead Range, Alberta",Canada,Peechee,Devonian,Upper Devonian,Frasnian,10,2,0,1,3,,,,3,,
372.2,382.7,1511,"Flathead Range II, Alberta",Canada,Peechee,Devonian,Upper Devonian,Frasnian,10,2,0,1,3,,,,3,,
247.2,251.2,3557,Muddy Mountains Overton locality,United States,Moenkopi,Triassic,Lower Triassic,Spathian,17,3,0,1,1,1,1,1,1,1,
485,509,4108,Panaca Hills,United States,Highland Peak,Cambrian,Series 3,Middle-Upper Cambrian,2,1,0,3,1,,1,,2,,
342,350,466,"Turner Valley, Alberta",Canada,,Carboniferous,Mississippian,Osagean,11,2,0,3,2,,,,4,,30
493,497,3342,"Delamare Mountains, California",United States,Bonanza King,Cambrian,Furongian,latest Marjumian-Steptoan,2,3,0,3,1,5,1,,2,,5
358.9,372.2,1928,"Crossfield, Alberta",Canada,Wabamun,Devonian,Upper Devonian,Famennian,11,1,1,2,2,,,,4,,150
372.2,382.7,3538,"Innisfail, Alberta",Canada,Leduc,Devonian,Upper Devonian,middle Frasnian,10,3,1,2,2,35,2,,4,,
372.2,382.7,1469,"Challis, Lost River Range, Custer Co., Idaho",United States,Jefferson,Devonian,Upper Devonian,upper Frasnian,10,2,0,2,2,40,4,1800,4,,
372.2,382.7,1918,"Westerose South, Alberta",Canada,Leduc,Devonian,Upper Devonian,middle Frasnian,10,3,1,2,3,214,4,5200,4,14600,
307,315.2,2014,"Mormon Gap, Utah",United States,,Carboniferous,Pennsylvanian,Desmoinesian,13,3,0,4,1,2,,,4,,25
372.2,382.7,1916,"Bonnie Glen, Alberta",Canada,Leduc,Devonian,Upper Devonian,Frasnian,10,2,1,2,3,213,4,2000,4,11600,
372.2,382.7,1919,"Wizard Lake, Alberta",Canada,Leduc,Devonian,Upper Devonian,Frasnian,10,2,1,2,3,183,4,1600,4,5300,15
372.2,382.7,2037,"Golden Spike, Alberta",Canada,Leduc,Devonian,Upper Devonian,middle Frasnian,10,3,1,1,3,197,,,4,,3
372.2,382.7,1915,"Leduc & Acheson, Alberta",Canada,Leduc,Devonian,Upper Devonian,Frasnian,10,2,1,2,3,300,,,4,,16
358.9,372.2,1929,"Crossfield II, Alberta",Canada,Wabamun,Devonian,Upper Devonian,Famennian,11,1,1,2,1,,,,4,,150
393.3,419.2,1525,"Melville Island, N.W.T.",Canada,,Devonian,Lower Devonian,Lower Devonian,8,1,0,,,,,,,,
477.7,485.4,1827,"Ibex, Confusion Range, Utah",United States,"Fillmore (from B. Kroeger paper, belated)",Ordovician,Lower Ordovician,Tremadocian,3,1,0,3,1,,,,1,,
458.4,467.3,1828,"Ibex, Confusion Range, Utah",United States,,Ordovician,Middle Ordovician,Darriwilian,5,2,0,3,1,,,,1,14,
497,509,2727,Western Utah,United States,Wheeler Shale,Cambrian,Series 3,Middle Cambrian,2,2,0,3,1,,1,,1,6,
470,477.7,2968,"Southern House Range, Utah",United States,Fillmore,Ordovician,Lower Ordovician,Floian,4,2,0,1,1,2,1,3,2,30,1
497,509,2330,"Marjum Pass, Central Hourse Range",United States,Marjum,Cambrian,Series 3,middle Middle Cambrian,2,3,0,3,1,2,,,2,,
485,497,4168,Hellnmaria Member,United States,Notch Peak,Cambrian,,Upper Cambrian,3,1,0,3,1,3,,,4,,20
470,477.7,4333,"section J reefs, Ibex area, Millard County, Utah",United States,Wah Wah,Ordovician,Lower Ordovician,Floian,4,2,0,1,1,3,,,,,
298.9,303.7,183,"Arco Hills, Idaho",United States,Snaky Canyon,Carboniferous,Pennsylvanian,Virgilian,14,2,0,2,2,25,,,4,,54
358.9,382.7,4122,Dugway,United States,Guilmette,Devonian,Upper Devonian,Frasnian-Famennian,10,3,0,1,3,,2,,,,
72.1,83.6,1931,"Merrill Ranch, Monarch, Alberta",Canada,,Cretaceous,Upper Cretaceous,Campanian,26,1,0,4,1,5,,,,,
372.2,382.7,2085,"Redwater, Alberta",Canada,Leduc,Devonian,Upper Devonian,middle Frasnian,10,3,1,1,3,245,,,4,,30
372.2,382.7,1917,"Duhamel, Alberta",Canada,Leduc,Devonian,Upper Devonian,Frasnian,10,2,1,2,3,275,,,3,,8
477.7,485.4,2439,"Melville Island, NWT",Canada,,Ordovician,Lower Ordovician,Tremadocian,3,2,0,3,1,,,,1,,1400
47.8,56,3026,"Mesa La Salina, Baja California Sur",Mexico,Bateque,Paleogene,Eocene,lower Eocene,27,3,0,2,1,,1,,1,,
440.8,443.4,2933,"Lakeside Mountains, Utah",United States,,Silurian,Llandovery,Rhuddanian,6,3,0,3,1,9,,,3,200,
247.2,250,4143,"Mineral Mountains, Utah",United States,Unknown,Triassic,Lower Triassic,middle-upper Scythian,17,3,0,,2,15,,,,,
295,303.7,282,"Lemhi Range, Idaho",United States,,Carboniferous,Pennsylvanian,Virgilian/Asselian,14,2,0,2,2,16,,,3,,20
66,72.1,1930,"Willow Creek, Drumheller, Alberta",Canada,,Cretaceous,Upper Cretaceous,Maastrichtian,26,2,0,4,1,4,,,4,,4
208.5,228,97,Sonora,Mexico,Antimonio,Triassic,Upper Triassic,Norian,18,2,0,4,1,,,,4,,2
372.2,382.7,2721,"Yavapai Co., Arizona",United States,Martin,Devonian,Upper Devonian,Frasnian,10,2,0,2,1,1,1,,1,,
509,514,1790,"Cerro Rajon/de la Proveedora, Sonora",Mexico,Puerto Blanco,Cambrian,Series 2,Botomian,1,3,0,1,2,,,,2,,30
509,514,3466,"Cerros de la Proveedora, Sonora",Mexico,Buelna,Cambrian,Series 3,Toyonian,1,3,0,2,2,,,,2,,30
247.2,250,4144,"Pahvant Range, Utah",United States,Unknown,Triassic,Lower Triassic,middle-upper Scythian,17,3,0,1,2,20,2,50,,,
509,514,1788,"Cerro Calaveras, Sonora",Mexico,Puerto Blanco,Cambrian,Series 2,Botomian,1,3,0,1,2,19,,,2,,30
72.1,83.6,1932,"Milk River, Alberta",Canada,Foremost,Cretaceous,Upper Cretaceous,Campanian,26,2,0,4,1,1,,,,,
346.7,358.9,3182,"Jefferson and Madison counties, Montana",United States,Sappington,Carboniferous,Mississippian,lower Kinderhookian,11,3,0,4,,,,,,,
509,514,1789,"Cerro Rajon, Sonora",Mexico,,Cambrian,Series 2,Botomian-Toyonian,1,3,0,2,2,,,,2,,30
0,0.1,3936,"Isla Coronados + Isla Carmen, Baja California",Mexico,,Quarternary,Pleistocene,upper Pleistocene,33,3,0,1,1,,1,,1,,
493,494.5,3146,"Nixon Gulch, Horseshoe Hills, Montana",United States,Snowy Range,Cambrian,Furongian,Steptoean,3,3,0,3,1,6,4,,4,,250
372.2,382.7,1921,"Grosmont II, Alberta",Canada,Grosmont,Devonian,Upper Devonian,Frasnian,10,2,0,1,2,,,,4,,650
0,0.1,3990,"Punta San Telmo, Baja California",Mexico,,Quarternary,Pleistocene,upper Pleistocene,33,3,0,1,,,,,,,
346.7,358.9,122,"Bridger Range, Montana",United States,Lodgepole,Carboniferous,Mississippian,Kinderhookian,11,3,0,3,2,,,,3,,150
23,28.1,2027,"San Juan de la Costa, Baja California",Mexico,San Gregorio,Paleogene,Oligocene,Late Oligocene,30,2,0,1,1,1,,,1,,60
113,129.4,2683,"Cerro de Oro, Sonora",Mexico,Cerro de Oro,Cretaceous,Lower Cretaceous,Barremian-Aptian,23,2,0,1,1,10,,,2,100,
100.5,125,2684,"Cerro de Oro, Sonora",Mexico,Mural Limestone,Cretaceous,Lower Cretaceous,Aptian-Albian,24,2,0,1,1,10,,,4,700,
111,125,3291,"Tuape, Sonora",Mexico,Mural Limestone,Cretaceous,Lower Cretaceous,late Aptian-early Albian,24,2,0,2,2,25,2,,2,,
100.5,113,1934,"Kemmerer, Wyoming",United States,Frontier,Cretaceous,Lower Cretaceous,Albian,24,2,0,4,1,1,,,,,
382.7,387.7,1905,"Whitemud, Clearwater R., Alberta",Canada,Keg River,Devonian,Middle Devonian,Middle Devonian,10,1,0,3,1,,,,1,,
493,494.5,3147,"Swamp Lake, Absaroka Range, Wyoming",United States,Snowy Range,Cambrian,Furongian,Steptoean,3,3,0,3,1,9,4,,4,,250
310,312,3560,"Sierra Agua Verde, Sonora",Mexico,La Joya,Carboniferous,Pennsylvanian,upper Atokan,13,3,0,2,1,,,,,,
307,315.2,228,"Aneth Field, San Juan Canyon, Utah",United States,Hermosa,Carboniferous,Pennsylvanian,Desmoinesian,13,2,1,2,2,20,,,3,,8
494,497,3271,"Clear Creek, Wind River Mountains, Wyoming",United States,DuNoir Limestone,Cambrian,Series 3,Dresbachian,2,2,0,3,1,,1,,1,,
100.5,113,1295,"Paul Spur, Arizona",United States,Mural Limestone,Cretaceous,Lower Cretaceous,lower Albian,24,3,0,1,2,25,,,3,,30
100.5,113,2685,"Lampazos, Sonora",Mexico,Espinazo del Diablo,Cretaceous,Lower Cretaceous,middle Albian,24,3,0,2,2,20,,,3,,8
100.5,113,1345,"Lee Siding, Arizona",United States,Mural Limestone,Cretaceous,Lower Cretaceous,lower Albian,24,3,1,1,2,,,,2,,30
346.7,358.9,121,"Swimming Woman, Big Snowy Mts., Montana",United States,Lodgepole,Carboniferous,Mississippian,Kinderhookian,11,3,0,3,2,,,,3,,150
100.5,125,2658,"El Tigre, Sonora",Mexico,Mural Limestone,Cretaceous,Lower Cretaceous,Aptian-Albian,24,2,0,1,,,,,,,
298.9,303.7,334,"Portal, Arizona",United States,Horquilla Limestone,Carboniferous,Pennsylvanian,Virgilian,14,2,0,3,2,,,,4,,80
100.5,113,2227,"Mexican Saddlehorn, Arizona",United States,Mural Limestone,Cretaceous,Lower Cretaceous,lower Albian,24,3,0,1,2,,,,3,,
307,315.2,596,"Tin Cup Mesa and Isamy Fields, Utah",United States,,Carboniferous,Pennsylvanian,Desmoinesian,13,3,1,3,2,,,,4,,30
166.1,170.3,3294,"Cody, Indian Pass Triangle, Wyoming",United States,Gypsum Spring,Jurassic,Middle Jurassic,Bajocian-Bathonian,20,2,0,3,1,1,1,3,1,3,
307,315.2,338,"Cache Field, Colorado",United States,,Carboniferous,Pennsylvanian,Desmoinesian,13,2,1,3,2,,,,4,,3
315.2,323.2,333,"Big Hatchet Mountains, New Mexico",United States,,Carboniferous,Pennsylvanian,Bashkirian,13,2,0,4,1,,,,2,,
298.9,303.7,335,"Big Hatchet Mountains II, New Mexico",United States,Horquilla Limestone,Carboniferous,Pennsylvanian,Virgilian,14,2,0,,2,,,,4,,80
290.1,295,336,"Big Hatchet Mts. III, New Mexico",United States,,Permian,Cisuralian,Wolfcampian,15,2,0,,3,,,,4,,80
307,315.2,2181,"Miller Creek, Meeker, Colorado",United States,Minturn,Carboniferous,Pennsylvanian,Desmoinesian,13,2,0,3,1,7,,,2,,
152.1,157.3,3004,Chihuahua,Mexico,,Jurassic,Upper Jurassic,Kimmeridgian,21,1,0,,,,,,,,
491,493,3772,"White Owl Lake, Colorado",United States,Dotsero,Cambrian,Furongian,Sunwaptan,3,2,0,3,1,2,1,,1,,
346.7,358.9,439,"San Andres Mts, New Mexico",United States,Lake Valley,Carboniferous,Mississippian,Ivorian,11,3,0,3,2,,,,4,,50
346.7,358.9,442,"Bishop Cap Hills, Las Cruces, New Mexico",United States,Lake Valley,Carboniferous,Mississippian,Ivorian,11,3,0,3,2,,,,3,,2
295,298.9,329,"Vinton, Texas",United States,,Permian,Cisuralian,Asselian,14,2,0,3,1,,,,1,,
477.7,485.4,2583,"Southern Franklin Mts., Texas",United States,José,Ordovician,Lower Ordovician,upper Tremadocian,3,3,0,3,1,,,,1,,
445.2,453,2780,"Franklin Mts., El Paso, Texas",United States,Aleman,Ordovician,Upper Ordovician,Katian,5,3,0,4,1,2,,,4,,10
470,477.7,1821,"Lechuguilla, Southern Franklin Mts., Texas",United States,McKelligon Canyon,Ordovician,Lower Ordovician,Floian,4,3,0,2,1,6,,,1,,
382.7,387.7,1583,"Allan, Saskatoon, Saskatchewan",Canada,Prairie Evaporite,Devonian,Middle Devonian,Givetian,10,2,0,3,3,,,,4,,50
298.9,303.7,709,"Reef Hill, Hueco Mts., Texas",United States,,Carboniferous,Pennsylvanian,Virgilian,14,3,0,2,2,,,,2,,
290.1,295,400,"La Colmena, Hueco Mts., Texas",United States,,Permian,Cisuralian,Wolfcampian,15,2,0,2,2,,,,3,,20
290.1,295,401,"Hueco Mts. II, Texas",United States,,Permian,Cisuralian,Wolfcampian,15,2,0,2,2,,,,2,,
295,298.9,284,"Scorpion, Tularosa, New Mexico",United States,,Permian,Cisuralian,Asselian,14,3,0,3,2,,,,3,,5
295,298.9,328,"Tularosa II, New Mexico",United States,Laborcita,Permian,Cisuralian,Asselian,14,2,0,3,1,,,,1,,1
346.7,358.9,381,"Muleshoe, Sacramento Mts., New Mexico",United States,,Carboniferous,Mississippian,Ivorian,11,2,0,3,3,,,,3,,20
315,323.2,2388,"Hueco Mts., Texas",United States,La Tuna,Carboniferous,Pennsylvanian,Morrowan,13,2,0,2,1,,,,2,,1
298.9,303.7,293,"Yucca Mound, Dry Canyon, New Mexico",United States,Holder,Carboniferous,Pennsylvanian,Virgilian,14,2,0,3,2,,,,4,,5
346.7,358.9,440,"Teepee Mound, Sacramento Mts., New Mexico",United States,Lake Valley,Carboniferous,Mississippian,Ivorian,11,3,0,3,2,,,,2,,50
89.8,93.9,2659,"Lamy, New Mexico",United States,Carlile Shale,Cretaceous,Upper Cretaceous,middle Turonian,25,3,0,4,1,2,,,1,,
382.7,387.7,1903,"Colonsay, Saskatchewan",Canada,Winnipegosis,Devonian,Middle Devonian,lower Givetian,10,3,0,1,2,100,,,3,,
346.7,358.9,441,"Grapevine Canyon, New Mexico",United States,Lake Valley,Carboniferous,Mississippian,Ivorian,11,3,0,3,1,,,,2,,
346.7,358.9,1719,"Elusive Mound, Dry Canyon, New Mexico",United States,,Carboniferous,Mississippian,upper Tournaisian,11,3,0,3,2,,,,2,,35
270.6,280,2829,"Finlay Mountains, Texas",United States,Wilkie Ranch,Permian,Cisuralian,Leonardian,15,2,0,2,1,3,,,1,,
272.3,290.1,3540,"Sierra Plomosa, Chihuahua",Mexico,Plomosa,Permian,Cisuralian,Wolfcampian-Leonardian,15,1,0,4,2,,2,,2,,4
298.9,303.7,2180,"Montezuma, New Mexico",United States,,Carboniferous,Pennsylvanian,Virgilian,14,2,0,3,1,8,,,3,133,
259.8,265.1,86,"El Capitan, Texas and McKittric, New Mexico",United States,Yates,Permian,Guadalupian,Capitanian,16,3,0,1,3,,,,4,,500
259.8,272.3,2075,"Last Chance Canyon, New Mexico",United States,San Andres," 	Permian",Guadalupian,Guadalupian,16,3,0,2,2,25,,,3,,
72.1,83.6,1164,"Pueblo, Colorado",United States,,Cretaceous,Upper Cretaceous,Campanian,26,2,0,3,2,,,,2,,20
259.8,265.1,4223,Dark Canyon brachiopod mound,United States,Tansill,Permian,Guadalupian,Capitanian,16,2,0,2,1,1,1,5.5,1,8,
259.8,265.1,316,"Hackberry Draw and Chinaberry Draw, Capitan, Texas",United States,Capitan,Permian,Guadalupian,Capitanian,16,2,0,1,3,,,,4,,500
283.5,290.1,3633,"Chinati Mountains, Texas",United States,Cibolo,Permian,Cisuralian,Artinskian,15,2,0,2,,,,,,,
